vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-959-100-54-b	Δ = 959	bi.bi = 100	b0.bi = 54	14 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-959-115-57	Δ = 959	bi.bi = 115	b0.bi = 57	11 x (irr-B5-11) + 23 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-959-125-61	Δ = 959	bi.bi = 125	b0.bi = 61	4 x (irr-B5-11) + 5 x (irr-B5-32-h) + 9 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-959-129-63-a	Δ = 959	bi.bi = 129	b0.bi = 63	4 x (irr-B5-11) + 5 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-959-129-63-b	Δ = 959	bi.bi = 129	b0.bi = 63	9 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-959-149-63	Δ = 959	bi.bi = 149	b0.bi = 63	31 x (irr-B5-11) + 1 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-959-154-68	Δ = 959	bi.bi = 154	b0.bi = 68	5 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-959-231-83	Δ = 959	bi.bi = 231	b0.bi = 83	1 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-429) + 1 x (irr-B5-462)
vtx-B05-960-55-41	Δ = 960	bi.bi = 55	b0.bi = 41	33 x (irr-B5-11) + 27 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-960-74-48	Δ = 960	bi.bi = 74	b0.bi = 48	7 x (irr-B5-11) + 28 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-960-84-50	Δ = 960	bi.bi = 84	b0.bi = 50	19 x (irr-B5-11) + 16 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-960-93-53	Δ = 960	bi.bi = 93	b0.bi = 53	35 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-960-113-59	Δ = 960	bi.bi = 113	b0.bi = 59	5 x (irr-B5-11) + 5 x (irr-B5-32-h) + 7 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-960-119-57	Δ = 960	bi.bi = 119	b0.bi = 57	32 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-960-138-64	Δ = 960	bi.bi = 138	b0.bi = 64	6 x (irr-B5-11) + 4 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-960-142-66-a	Δ = 960	bi.bi = 142	b0.bi = 66	2 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-960-142-66-b	Δ = 960	bi.bi = 142	b0.bi = 66	6 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 4 x (irr-B5-165)
vtx-B05-961-77-49	Δ = 961	bi.bi = 77	b0.bi = 49	1 x (irr-B5-11) + 35 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-961-87-51-a	Δ = 961	bi.bi = 87	b0.bi = 51	13 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-961-87-51-b	Δ = 961	bi.bi = 87	b0.bi = 51	9 x (irr-B5-11) + 27 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-961-97-53	Δ = 961	bi.bi = 97	b0.bi = 53	21 x (irr-B5-11) + 15 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-961-103-53	Δ = 961	bi.bi = 103	b0.bi = 53	33 x (irr-B5-11) + 3 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-961-126-62	Δ = 961	bi.bi = 126	b0.bi = 62	7 x (irr-B5-11) + 4 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-961-141-65	Δ = 961	bi.bi = 141	b0.bi = 65	11 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-961-151-67	Δ = 961	bi.bi = 151	b0.bi = 67	8 x (irr-B5-11) + 3 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-961-247-83	Δ = 961	bi.bi = 247	b0.bi = 83	9 x (irr-B5-11) + 3 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-962-42-38	Δ = 962	bi.bi = 42	b0.bi = 38	28 x (irr-B5-11) + 34 x (irr-B5-32-h) + 3 x (irr-B5-55)
vtx-B05-962-71-47	Δ = 962	bi.bi = 71	b0.bi = 47	14 x (irr-B5-11) + 23 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-962-90-52-a	Δ = 962	bi.bi = 90	b0.bi = 52	7 x (irr-B5-11) + 30 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-962-90-52-b	Δ = 962	bi.bi = 90	b0.bi = 52	3 x (irr-B5-11) + 34 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h)
vtx-B05-962-100-56	Δ = 962	bi.bi = 100	b0.bi = 56	12 x (irr-B5-32-h) + 9 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-962-100-54	Δ = 962	bi.bi = 100	b0.bi = 54	11 x (irr-B5-11) + 26 x (irr-B5-32-h) + 3 x (irr-B5-320-h)
vtx-B05-962-106-54	Δ = 962	bi.bi = 106	b0.bi = 54	27 x (irr-B5-11) + 10 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-962-116-56	Δ = 962	bi.bi = 116	b0.bi = 56	35 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-962-129-63	Δ = 962	bi.bi = 129	b0.bi = 63	1 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-962-139-65	Δ = 962	bi.bi = 139	b0.bi = 65	9 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-962-154-68-a	Δ = 962	bi.bi = 154	b0.bi = 68	2 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-962-154-68-b	Δ = 962	bi.bi = 154	b0.bi = 68	6 x (irr-B5-11) + 6 x (irr-B5-32-h) + 3 x (irr-B5-65) + 2 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-962-164-70	Δ = 962	bi.bi = 164	b0.bi = 70	10 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-65) + 3 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-962-168-70	Δ = 962	bi.bi = 168	b0.bi = 70	6 x (irr-B5-11) + 4 x (irr-B5-32-h) + 3 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-962-250-84	Δ = 962	bi.bi = 250	b0.bi = 84	3 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-1408-h)
vtx-B05-962-260-86	Δ = 962	bi.bi = 260	b0.bi = 86	11 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-1408-h)
vtx-B05-963-45-39	Δ = 963	bi.bi = 45	b0.bi = 39	22 x (irr-B5-11) + 41 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-963-55-41	Δ = 963	bi.bi = 55	b0.bi = 41	30 x (irr-B5-11) + 33 x (irr-B5-32-h) + 1 x (irr-B5-320-h)
vtx-B05-963-74-48	Δ = 963	bi.bi = 74	b0.bi = 48	8 x (irr-B5-11) + 30 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-963-84-50	Δ = 963	bi.bi = 84	b0.bi = 50	16 x (irr-B5-11) + 22 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-963-94-52	Δ = 963	bi.bi = 94	b0.bi = 52	28 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-963-109-55	Δ = 963	bi.bi = 109	b0.bi = 55	21 x (irr-B5-11) + 17 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-963-113-59	Δ = 963	bi.bi = 113	b0.bi = 59	2 x (irr-B5-11) + 11 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-963-119-57	Δ = 963	bi.bi = 119	b0.bi = 57	29 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-963-138-64	Δ = 963	bi.bi = 138	b0.bi = 64	7 x (irr-B5-11) + 6 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-963-171-71	Δ = 963	bi.bi = 171	b0.bi = 71	11 x (irr-B5-32-h) + 1 x (irr-B5-55) + 5 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-963-181-73	Δ = 963	bi.bi = 181	b0.bi = 73	8 x (irr-B5-11) + 3 x (irr-B5-32-h) + 4 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-462)
vtx-B05-964-58-44	Δ = 964	bi.bi = 58	b0.bi = 44	9 x (irr-B5-11) + 30 x (irr-B5-32-h) + 8 x (irr-B5-55)
vtx-B05-964-77-49	Δ = 964	bi.bi = 77	b0.bi = 49	2 x (irr-B5-11) + 37 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-964-87-51	Δ = 964	bi.bi = 87	b0.bi = 51	10 x (irr-B5-11) + 29 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-964-97-53	Δ = 964	bi.bi = 97	b0.bi = 53	18 x (irr-B5-11) + 21 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-964-122-60	Δ = 964	bi.bi = 122	b0.bi = 60	8 x (irr-B5-11) + 6 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-964-126-62-a	Δ = 964	bi.bi = 126	b0.bi = 62	4 x (irr-B5-11) + 10 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-964-126-62-b	Δ = 964	bi.bi = 126	b0.bi = 62	8 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-964-141-65	Δ = 964	bi.bi = 141	b0.bi = 65	1 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-964-151-67	Δ = 964	bi.bi = 151	b0.bi = 67	9 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-965-52-40	Δ = 965	bi.bi = 52	b0.bi = 40	37 x (irr-B5-11) + 28 x (irr-B5-32-h) + 1 x (irr-B5-165)
vtx-B05-965-61-45	Δ = 965	bi.bi = 61	b0.bi = 45	3 x (irr-B5-11) + 37 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-965-71-47	Δ = 965	bi.bi = 71	b0.bi = 47	11 x (irr-B5-11) + 29 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-965-81-49	Δ = 965	bi.bi = 81	b0.bi = 49	23 x (irr-B5-11) + 17 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-965-110-58	Δ = 965	bi.bi = 110	b0.bi = 58	9 x (irr-B5-11) + 6 x (irr-B5-32-h) + 6 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-965-116-56	Δ = 965	bi.bi = 116	b0.bi = 56	36 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-965-125-61	Δ = 965	bi.bi = 125	b0.bi = 61	2 x (irr-B5-11) + 13 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-965-129-63	Δ = 965	bi.bi = 129	b0.bi = 63	2 x (irr-B5-11) + 13 x (irr-B5-32-h) + 2 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-965-135-63	Δ = 965	bi.bi = 135	b0.bi = 63	10 x (irr-B5-11) + 5 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-965-139-65	Δ = 965	bi.bi = 139	b0.bi = 65	6 x (irr-B5-11) + 9 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-966-74-48	Δ = 966	bi.bi = 74	b0.bi = 48	5 x (irr-B5-11) + 36 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-966-84-50-a	Δ = 966	bi.bi = 84	b0.bi = 50	17 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-966-84-50-b	Δ = 966	bi.bi = 84	b0.bi = 50	13 x (irr-B5-11) + 28 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-966-94-52	Δ = 966	bi.bi = 94	b0.bi = 52	25 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-966-100-52	Δ = 966	bi.bi = 100	b0.bi = 52	37 x (irr-B5-11) + 4 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-966-113-59	Δ = 966	bi.bi = 113	b0.bi = 59	3 x (irr-B5-11) + 13 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-966-123-61	Δ = 966	bi.bi = 123	b0.bi = 61	11 x (irr-B5-11) + 5 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-966-138-64	Δ = 966	bi.bi = 138	b0.bi = 64	4 x (irr-B5-11) + 12 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-966-148-66-a	Δ = 966	bi.bi = 148	b0.bi = 66	16 x (irr-B5-11) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 2 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-966-148-66-b	Δ = 966	bi.bi = 148	b0.bi = 66	12 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-966-244-82	Δ = 966	bi.bi = 244	b0.bi = 82	13 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-967-39-37	Δ = 967	bi.bi = 39	b0.bi = 37	32 x (irr-B5-11) + 35 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-967-68-46	Δ = 967	bi.bi = 68	b0.bi = 46	18 x (irr-B5-11) + 24 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-967-87-51	Δ = 967	bi.bi = 87	b0.bi = 51	7 x (irr-B5-11) + 35 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h)
vtx-B05-967-97-55	Δ = 967	bi.bi = 97	b0.bi = 55	4 x (irr-B5-11) + 13 x (irr-B5-32-h) + 8 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-967-103-53	Δ = 967	bi.bi = 103	b0.bi = 53	31 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-967-113-55	Δ = 967	bi.bi = 113	b0.bi = 55	39 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-967-126-62-a	Δ = 967	bi.bi = 126	b0.bi = 62	1 x (irr-B5-11) + 16 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-967-126-62-b	Δ = 967	bi.bi = 126	b0.bi = 62	5 x (irr-B5-11) + 12 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-967-132-62	Δ = 967	bi.bi = 132	b0.bi = 62	17 x (irr-B5-11) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-967-136-64	Δ = 967	bi.bi = 136	b0.bi = 64	13 x (irr-B5-11) + 4 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-967-151-67	Δ = 967	bi.bi = 151	b0.bi = 67	6 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-967-165-69	Δ = 967	bi.bi = 165	b0.bi = 69	10 x (irr-B5-11) + 5 x (irr-B5-32-h) + 2 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-967-247-83	Δ = 967	bi.bi = 247	b0.bi = 83	7 x (irr-B5-11) + 11 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-1408-h)
vtx-B05-968-42-38	Δ = 968	bi.bi = 42	b0.bi = 38	26 x (irr-B5-11) + 42 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-968-71-47	Δ = 968	bi.bi = 71	b0.bi = 47	12 x (irr-B5-11) + 31 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-968-81-49	Δ = 968	bi.bi = 81	b0.bi = 49	20 x (irr-B5-11) + 23 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-968-91-51	Δ = 968	bi.bi = 91	b0.bi = 51	32 x (irr-B5-11) + 11 x (irr-B5-32-h) + 3 x (irr-B5-165)
vtx-B05-968-106-54	Δ = 968	bi.bi = 106	b0.bi = 54	25 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-968-110-58	Δ = 968	bi.bi = 110	b0.bi = 58	6 x (irr-B5-11) + 12 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-968-116-58	Δ = 968	bi.bi = 116	b0.bi = 58	18 x (irr-B5-11) + 9 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-968-120-60	Δ = 968	bi.bi = 120	b0.bi = 60	18 x (irr-B5-11) + 3 x (irr-B5-55) + 4 x (irr-B5-165)
vtx-B05-968-135-63	Δ = 968	bi.bi = 135	b0.bi = 63	11 x (irr-B5-11) + 7 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-968-168-70	Δ = 968	bi.bi = 168	b0.bi = 70	4 x (irr-B5-11) + 12 x (irr-B5-32-h) + 5 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-969-55-43	Δ = 969	bi.bi = 55	b0.bi = 43	13 x (irr-B5-11) + 31 x (irr-B5-32-h) + 7 x (irr-B5-55)
vtx-B05-969-74-48	Δ = 969	bi.bi = 74	b0.bi = 48	6 x (irr-B5-11) + 38 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-969-84-50	Δ = 969	bi.bi = 84	b0.bi = 50	14 x (irr-B5-11) + 30 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-969-113-59	Δ = 969	bi.bi = 113	b0.bi = 59	19 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-969-119-59	Δ = 969	bi.bi = 119	b0.bi = 59	12 x (irr-B5-11) + 7 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-969-123-61-a	Δ = 969	bi.bi = 123	b0.bi = 61	8 x (irr-B5-11) + 11 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-969-123-61-b	Δ = 969	bi.bi = 123	b0.bi = 61	12 x (irr-B5-11) + 7 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-969-138-64	Δ = 969	bi.bi = 138	b0.bi = 64	5 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-969-148-66	Δ = 969	bi.bi = 148	b0.bi = 66	13 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-970-58-44	Δ = 970	bi.bi = 58	b0.bi = 44	7 x (irr-B5-11) + 38 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-970-68-46	Δ = 970	bi.bi = 68	b0.bi = 46	15 x (irr-B5-11) + 30 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-970-78-48	Δ = 970	bi.bi = 78	b0.bi = 48	27 x (irr-B5-11) + 18 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-970-97-55	Δ = 970	bi.bi = 97	b0.bi = 55	1 x (irr-B5-11) + 19 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-970-107-57	Δ = 970	bi.bi = 107	b0.bi = 57	13 x (irr-B5-11) + 7 x (irr-B5-32-h) + 5 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-970-122-60	Δ = 970	bi.bi = 122	b0.bi = 60	6 x (irr-B5-11) + 14 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-970-126-62	Δ = 970	bi.bi = 126	b0.bi = 62	2 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-970-132-62	Δ = 970	bi.bi = 132	b0.bi = 62	14 x (irr-B5-11) + 6 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-971-61-45	Δ = 971	bi.bi = 61	b0.bi = 45	1 x (irr-B5-11) + 45 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-971-71-47	Δ = 971	bi.bi = 71	b0.bi = 47	9 x (irr-B5-11) + 37 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-971-81-49-a	Δ = 971	bi.bi = 81	b0.bi = 49	21 x (irr-B5-11) + 25 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-971-81-49-b	Δ = 971	bi.bi = 81	b0.bi = 49	17 x (irr-B5-11) + 29 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-971-97-51	Δ = 971	bi.bi = 97	b0.bi = 51	41 x (irr-B5-11) + 5 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-971-110-58-a	Δ = 971	bi.bi = 110	b0.bi = 58	3 x (irr-B5-11) + 18 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-971-110-58-b	Δ = 971	bi.bi = 110	b0.bi = 58	7 x (irr-B5-11) + 14 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-971-120-60	Δ = 971	bi.bi = 120	b0.bi = 60	15 x (irr-B5-11) + 6 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-971-125-61	Δ = 971	bi.bi = 125	b0.bi = 61	21 x (irr-B5-32-h) + 3 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
