vtx-B03-n5-n3-n1	Δ = -5	bi.bi = -3	b0.bi = -1	2 x (irr-B3-8)
vtx-B03-334-94-30-a	Δ = 334	bi.bi = 94	b0.bi = 30	3 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-334-94-30-b	Δ = 334	bi.bi = 94	b0.bi = 30	2 x (irr-B3-7) + 14 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-335-25-17	Δ = 335	bi.bi = 25	b0.bi = 17	9 x (irr-B3-7) + 28 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-335-30-18	Δ = 335	bi.bi = 30	b0.bi = 18	7 x (irr-B3-7) + 28 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-335-39-21	Δ = 335	bi.bi = 39	b0.bi = 21	22 x (irr-B3-7) + 6 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-335-41-21	Δ = 335	bi.bi = 41	b0.bi = 21	3 x (irr-B3-7) + 22 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-335-46-22	Δ = 335	bi.bi = 46	b0.bi = 22	1 x (irr-B3-7) + 22 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-335-47-23	Δ = 335	bi.bi = 47	b0.bi = 23	1 x (irr-B3-7) + 14 x (irr-B3-8) + 10 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-335-55-25	Δ = 335	bi.bi = 55	b0.bi = 25	16 x (irr-B3-7) + 6 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-335-60-26	Δ = 335	bi.bi = 60	b0.bi = 26	14 x (irr-B3-7) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-335-70-28	Δ = 335	bi.bi = 70	b0.bi = 28	10 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-335-75-29	Δ = 335	bi.bi = 75	b0.bi = 29	8 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-335-80-30	Δ = 335	bi.bi = 80	b0.bi = 30	6 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 5 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-335-85-31	Δ = 335	bi.bi = 85	b0.bi = 31	4 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 6 x (irr-B3-35)
vtx-B03-335-95-31	Δ = 335	bi.bi = 95	b0.bi = 31	13 x (irr-B3-7) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-335-105-33	Δ = 335	bi.bi = 105	b0.bi = 33	9 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-335-110-34	Δ = 335	bi.bi = 110	b0.bi = 34	7 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-335-115-35-a	Δ = 335	bi.bi = 115	b0.bi = 35	6 x (irr-B3-7) + 1 x (irr-B3-21) + 4 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105)
vtx-B03-335-115-35-b	Δ = 335	bi.bi = 115	b0.bi = 35	5 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-335-120-36-a	Δ = 335	bi.bi = 120	b0.bi = 36	4 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 5 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-335-120-36-b	Δ = 335	bi.bi = 120	b0.bi = 36	3 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-335-150-40	Δ = 335	bi.bi = 150	b0.bi = 40	5 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-335-155-41-a	Δ = 335	bi.bi = 155	b0.bi = 41	2 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 2 x (irr-B3-112a)
vtx-B03-335-155-41-b	Δ = 335	bi.bi = 155	b0.bi = 41	3 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-335-172-42	Δ = 335	bi.bi = 172	b0.bi = 42	2 x (irr-B3-7) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-335-270-54	Δ = 335	bi.bi = 270	b0.bi = 54	1 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-77) + 2 x (irr-B3-112b)
vtx-B03-336-22-16	Δ = 336	bi.bi = 22	b0.bi = 16	3 x (irr-B3-7) + 36 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-336-31-19	Δ = 336	bi.bi = 31	b0.bi = 19	18 x (irr-B3-7) + 14 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-336-44-22	Δ = 336	bi.bi = 44	b0.bi = 22	31 x (irr-B3-7) + 4 x (irr-B3-35)
vtx-B03-336-47-23	Δ = 336	bi.bi = 47	b0.bi = 23	12 x (irr-B3-7) + 8 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-336-48-24	Δ = 336	bi.bi = 48	b0.bi = 24	12 x (irr-B3-7) + 13 x (irr-B3-21)
vtx-B03-336-52-24	Δ = 336	bi.bi = 52	b0.bi = 24	10 x (irr-B3-7) + 8 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-336-62-26	Δ = 336	bi.bi = 62	b0.bi = 26	6 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-336-63-27	Δ = 336	bi.bi = 63	b0.bi = 27	6 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-336-67-27	Δ = 336	bi.bi = 67	b0.bi = 27	4 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-336-68-28	Δ = 336	bi.bi = 68	b0.bi = 28	4 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-336-72-28	Δ = 336	bi.bi = 72	b0.bi = 28	2 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-336-73-29	Δ = 336	bi.bi = 73	b0.bi = 29	2 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-336-77-29	Δ = 336	bi.bi = 77	b0.bi = 29	10 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 5 x (irr-B3-35)
vtx-B03-336-78-30	Δ = 336	bi.bi = 78	b0.bi = 30	4 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 4 x (irr-B3-48)
vtx-B03-336-79-27	Δ = 336	bi.bi = 79	b0.bi = 27	30 x (irr-B3-7) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-336-102-32	Δ = 336	bi.bi = 102	b0.bi = 32	3 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-336-107-33-a	Δ = 336	bi.bi = 107	b0.bi = 33	2 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105)
vtx-B03-336-107-33-b	Δ = 336	bi.bi = 107	b0.bi = 33	1 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-336-108-34-a	Δ = 336	bi.bi = 108	b0.bi = 34	2 x (irr-B3-7) + 8 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-336-108-34-b	Δ = 336	bi.bi = 108	b0.bi = 34	1 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-336-112-34	Δ = 336	bi.bi = 112	b0.bi = 34	8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-336-142-38	Δ = 336	bi.bi = 142	b0.bi = 38	1 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-336-156-38	Δ = 336	bi.bi = 156	b0.bi = 38	19 x (irr-B3-7) + 1 x (irr-B3-35) + 1 x (irr-B3-189)
vtx-B03-337-23-17	Δ = 337	bi.bi = 23	b0.bi = 17	14 x (irr-B3-7) + 22 x (irr-B3-8) + 4 x (irr-B3-21)
vtx-B03-337-36-20	Δ = 337	bi.bi = 36	b0.bi = 20	27 x (irr-B3-7) + 8 x (irr-B3-8) + 3 x (irr-B3-35)
vtx-B03-337-39-21	Δ = 337	bi.bi = 39	b0.bi = 21	8 x (irr-B3-7) + 16 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-337-44-22	Δ = 337	bi.bi = 44	b0.bi = 22	6 x (irr-B3-7) + 16 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-337-52-24	Δ = 337	bi.bi = 52	b0.bi = 24	21 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-337-54-24	Δ = 337	bi.bi = 54	b0.bi = 24	2 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-337-55-25	Δ = 337	bi.bi = 55	b0.bi = 25	2 x (irr-B3-7) + 10 x (irr-B3-8) + 8 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-337-57-25	Δ = 337	bi.bi = 57	b0.bi = 25	19 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-337-59-25	Δ = 337	bi.bi = 59	b0.bi = 25	18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-337-60-26	Δ = 337	bi.bi = 60	b0.bi = 26	10 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-337-61-27	Δ = 337	bi.bi = 61	b0.bi = 27	2 x (irr-B3-8) + 15 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-337-71-25	Δ = 337	bi.bi = 71	b0.bi = 25	26 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-112a)
vtx-B03-337-87-29	Δ = 337	bi.bi = 87	b0.bi = 29	20 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-337-92-30	Δ = 337	bi.bi = 92	b0.bi = 30	18 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-337-121-33	Δ = 337	bi.bi = 121	b0.bi = 33	19 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-337-148-36	Δ = 337	bi.bi = 148	b0.bi = 36	15 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-189)
vtx-B03-337-164-40	Δ = 337	bi.bi = 164	b0.bi = 40	9 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-337-169-41	Δ = 337	bi.bi = 169	b0.bi = 41	7 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-189)
vtx-B03-337-201-41	Δ = 337	bi.bi = 201	b0.bi = 41	21 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-338-28-18	Δ = 338	bi.bi = 28	b0.bi = 18	23 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-35)
vtx-B03-338-36-20	Δ = 338	bi.bi = 36	b0.bi = 20	2 x (irr-B3-7) + 24 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-338-44-22	Δ = 338	bi.bi = 44	b0.bi = 22	17 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-338-45-23	Δ = 338	bi.bi = 45	b0.bi = 23	17 x (irr-B3-7) + 2 x (irr-B3-8) + 9 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-338-49-23	Δ = 338	bi.bi = 49	b0.bi = 23	15 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-338-60-26	Δ = 338	bi.bi = 60	b0.bi = 26	11 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-338-65-27	Δ = 338	bi.bi = 65	b0.bi = 27	9 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-338-70-28	Δ = 338	bi.bi = 70	b0.bi = 28	7 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-338-84-28	Δ = 338	bi.bi = 84	b0.bi = 28	14 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-338-100-32	Δ = 338	bi.bi = 100	b0.bi = 32	8 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-338-105-33-a	Δ = 338	bi.bi = 105	b0.bi = 33	7 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-338-105-33-b	Δ = 338	bi.bi = 105	b0.bi = 33	6 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-338-134-36	Δ = 338	bi.bi = 134	b0.bi = 36	7 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-338-140-38	Δ = 338	bi.bi = 140	b0.bi = 38	6 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-338-150-40	Δ = 338	bi.bi = 150	b0.bi = 40	1 x (irr-B3-7) + 4 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112b)
vtx-B03-338-161-39	Δ = 338	bi.bi = 161	b0.bi = 39	3 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-338-214-44	Δ = 338	bi.bi = 214	b0.bi = 44	9 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-339-20-16	Δ = 339	bi.bi = 20	b0.bi = 16	19 x (irr-B3-7) + 24 x (irr-B3-8) + 1 x (irr-B3-35)
vtx-B03-339-36-20	Δ = 339	bi.bi = 36	b0.bi = 20	13 x (irr-B3-7) + 18 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-339-37-21	Δ = 339	bi.bi = 37	b0.bi = 21	13 x (irr-B3-7) + 10 x (irr-B3-8) + 9 x (irr-B3-21)
vtx-B03-339-41-21	Δ = 339	bi.bi = 41	b0.bi = 21	11 x (irr-B3-7) + 18 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-339-52-24	Δ = 339	bi.bi = 52	b0.bi = 24	7 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-339-53-25	Δ = 339	bi.bi = 53	b0.bi = 25	7 x (irr-B3-7) + 4 x (irr-B3-8) + 11 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-339-57-25	Δ = 339	bi.bi = 57	b0.bi = 25	5 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-339-58-26	Δ = 339	bi.bi = 58	b0.bi = 26	5 x (irr-B3-7) + 4 x (irr-B3-8) + 11 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-339-62-26	Δ = 339	bi.bi = 62	b0.bi = 26	3 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-339-68-28	Δ = 339	bi.bi = 68	b0.bi = 28	1 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-339-97-31-a	Δ = 339	bi.bi = 97	b0.bi = 31	3 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-339-97-31-b	Δ = 339	bi.bi = 97	b0.bi = 31	2 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-340-12-14	Δ = 340	bi.bi = 12	b0.bi = 14	15 x (irr-B3-7) + 32 x (irr-B3-8)
vtx-B03-340-28-18	Δ = 340	bi.bi = 28	b0.bi = 18	9 x (irr-B3-7) + 26 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-340-33-19	Δ = 340	bi.bi = 33	b0.bi = 19	7 x (irr-B3-7) + 26 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-340-42-22	Δ = 340	bi.bi = 42	b0.bi = 22	22 x (irr-B3-7) + 4 x (irr-B3-8) + 5 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-340-44-22	Δ = 340	bi.bi = 44	b0.bi = 22	3 x (irr-B3-7) + 20 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-340-49-23	Δ = 340	bi.bi = 49	b0.bi = 23	1 x (irr-B3-7) + 20 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-340-50-24	Δ = 340	bi.bi = 50	b0.bi = 24	1 x (irr-B3-7) + 12 x (irr-B3-8) + 11 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-340-57-25	Δ = 340	bi.bi = 57	b0.bi = 25	16 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-340-62-26	Δ = 340	bi.bi = 62	b0.bi = 26	14 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-340-67-27	Δ = 340	bi.bi = 67	b0.bi = 27	12 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-27) + 5 x (irr-B3-35)
vtx-B03-340-73-29	Δ = 340	bi.bi = 73	b0.bi = 29	10 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-340-78-30	Δ = 340	bi.bi = 78	b0.bi = 30	8 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-340-83-31	Δ = 340	bi.bi = 83	b0.bi = 31	6 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 5 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-340-88-32	Δ = 340	bi.bi = 88	b0.bi = 32	4 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-27) + 6 x (irr-B3-35)
vtx-B03-340-92-30	Δ = 340	bi.bi = 92	b0.bi = 30	15 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-340-97-31	Δ = 340	bi.bi = 97	b0.bi = 31	13 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-340-102-32-a	Δ = 340	bi.bi = 102	b0.bi = 32	12 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-340-102-32-b	Δ = 340	bi.bi = 102	b0.bi = 32	11 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-340-108-34	Δ = 340	bi.bi = 108	b0.bi = 34	9 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-340-113-35	Δ = 340	bi.bi = 113	b0.bi = 35	7 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-340-118-36	Δ = 340	bi.bi = 118	b0.bi = 36	5 x (irr-B3-7) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-340-123-37	Δ = 340	bi.bi = 123	b0.bi = 37	3 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-340-137-37	Δ = 340	bi.bi = 137	b0.bi = 37	11 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-35) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-340-142-38	Δ = 340	bi.bi = 142	b0.bi = 38	8 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112b)
vtx-B03-340-147-39	Δ = 340	bi.bi = 147	b0.bi = 39	6 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112b)
vtx-B03-340-152-40	Δ = 340	bi.bi = 152	b0.bi = 40	4 x (irr-B3-7) + 2 x (irr-B3-8) + 5 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-112b)
vtx-B03-340-158-42	Δ = 340	bi.bi = 158	b0.bi = 42	2 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-27) + 2 x (irr-B3-112a)
vtx-B03-340-169-41	Δ = 340	bi.bi = 169	b0.bi = 41	4 x (irr-B3-7) + 6 x (irr-B3-8) + 2 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-340-174-42	Δ = 340	bi.bi = 174	b0.bi = 42	2 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-340-179-43	Δ = 340	bi.bi = 179	b0.bi = 43	6 x (irr-B3-8) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-189)
vtx-B03-340-182-44	Δ = 340	bi.bi = 182	b0.bi = 44	6 x (irr-B3-7) + 2 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112b)
vtx-B03-340-187-45	Δ = 340	bi.bi = 187	b0.bi = 45	4 x (irr-B3-7) + 3 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-105) + 1 x (irr-B3-112b)
vtx-B03-340-214-48	Δ = 340	bi.bi = 214	b0.bi = 48	4 x (irr-B3-8) + 1 x (irr-B3-35) + 1 x (irr-B3-105) + 1 x (irr-B3-189)
vtx-B03-340-222-46	Δ = 340	bi.bi = 222	b0.bi = 46	10 x (irr-B3-7) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-168b)
vtx-B03-340-227-47	Δ = 340	bi.bi = 227	b0.bi = 47	8 x (irr-B3-7) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-168b)
vtx-B03-340-232-48	Δ = 340	bi.bi = 232	b0.bi = 48	6 x (irr-B3-7) + 3 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-168b)
vtx-B03-341-25-17	Δ = 341	bi.bi = 25	b0.bi = 17	3 x (irr-B3-7) + 34 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27)
