vtx-G02-n7-n3-n1	Δ = -7	bi.bi = -3	b0.bi = -1	1 x (irr-G2-7)
vtx-G02-213-99-27	Δ = 213	bi.bi = 99	b0.bi = 27	2 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-213-118-28	Δ = 213	bi.bi = 118	b0.bi = 28	4 x (irr-G2-7) + 1 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-213-153-33	Δ = 213	bi.bi = 153	b0.bi = 33	3 x (irr-G2-7) + 1 x (irr-G2-14) + 3 x (irr-G2-64)
vtx-G02-213-163-31	Δ = 213	bi.bi = 163	b0.bi = 31	6 x (irr-G2-7) + 4 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-213-171-33	Δ = 213	bi.bi = 171	b0.bi = 33	3 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-214-36-16	Δ = 214	bi.bi = 36	b0.bi = 16	17 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-214-44-18	Δ = 214	bi.bi = 44	b0.bi = 18	11 x (irr-G2-7) + 5 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-214-52-20	Δ = 214	bi.bi = 52	b0.bi = 20	5 x (irr-G2-7) + 8 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-214-86-24	Δ = 214	bi.bi = 86	b0.bi = 24	8 x (irr-G2-7) + 4 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-214-94-26	Δ = 214	bi.bi = 94	b0.bi = 26	2 x (irr-G2-7) + 3 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-214-113-27	Δ = 214	bi.bi = 113	b0.bi = 27	6 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-214-121-29	Δ = 214	bi.bi = 121	b0.bi = 29	5 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-214-158-30	Δ = 214	bi.bi = 158	b0.bi = 30	8 x (irr-G2-7) + 1 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-214-166-32	Δ = 214	bi.bi = 166	b0.bi = 32	2 x (irr-G2-7) + 4 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-215-23-13	Δ = 215	bi.bi = 23	b0.bi = 13	25 x (irr-G2-7) + 2 x (irr-G2-27)
vtx-G02-215-31-15	Δ = 215	bi.bi = 31	b0.bi = 15	19 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-215-39-17	Δ = 215	bi.bi = 39	b0.bi = 17	13 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-215-47-19	Δ = 215	bi.bi = 47	b0.bi = 19	7 x (irr-G2-7) + 9 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-215-55-21	Δ = 215	bi.bi = 55	b0.bi = 21	1 x (irr-G2-7) + 12 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-215-81-23	Δ = 215	bi.bi = 81	b0.bi = 23	10 x (irr-G2-7) + 1 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-215-89-25	Δ = 215	bi.bi = 89	b0.bi = 25	4 x (irr-G2-7) + 4 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-215-100-24	Δ = 215	bi.bi = 100	b0.bi = 24	14 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-215-108-26	Δ = 215	bi.bi = 108	b0.bi = 26	8 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-215-116-28	Δ = 215	bi.bi = 116	b0.bi = 28	2 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-215-153-29	Δ = 215	bi.bi = 153	b0.bi = 29	10 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-215-161-31	Δ = 215	bi.bi = 161	b0.bi = 31	4 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-215-177-35	Δ = 215	bi.bi = 177	b0.bi = 35	3 x (irr-G2-7) + 2 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-215-203-37	Δ = 215	bi.bi = 203	b0.bi = 37	1 x (irr-G2-7) + 3 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-215-275-43	Δ = 215	bi.bi = 275	b0.bi = 43	1 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-216-18-12	Δ = 216	bi.bi = 18	b0.bi = 12	27 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-216-26-14	Δ = 216	bi.bi = 26	b0.bi = 14	21 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-216-34-16	Δ = 216	bi.bi = 34	b0.bi = 16	15 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-216-42-18	Δ = 216	bi.bi = 42	b0.bi = 18	9 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-216-50-20	Δ = 216	bi.bi = 50	b0.bi = 20	3 x (irr-G2-7) + 13 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-216-72-24	Δ = 216	bi.bi = 72	b0.bi = 24	1 x (irr-G2-14) + 8 x (irr-G2-27)
vtx-G02-216-76-22	Δ = 216	bi.bi = 76	b0.bi = 22	12 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-216-84-24	Δ = 216	bi.bi = 84	b0.bi = 24	6 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-216-92-26	Δ = 216	bi.bi = 92	b0.bi = 26	8 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-216-95-23	Δ = 216	bi.bi = 95	b0.bi = 23	16 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-216-103-25	Δ = 216	bi.bi = 103	b0.bi = 25	10 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-216-111-27	Δ = 216	bi.bi = 111	b0.bi = 27	4 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-216-126-30	Δ = 216	bi.bi = 126	b0.bi = 30	3 x (irr-G2-7) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-216-140-26	Δ = 216	bi.bi = 140	b0.bi = 26	18 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-216-148-28	Δ = 216	bi.bi = 148	b0.bi = 28	12 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-216-153-33	Δ = 216	bi.bi = 153	b0.bi = 33	1 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-216-156-30	Δ = 216	bi.bi = 156	b0.bi = 30	6 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-216-164-32	Δ = 216	bi.bi = 164	b0.bi = 32	9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-216-172-34	Δ = 216	bi.bi = 172	b0.bi = 34	5 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-216-198-36	Δ = 216	bi.bi = 198	b0.bi = 36	3 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-216-217-37	Δ = 216	bi.bi = 217	b0.bi = 37	7 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-216-225-39	Δ = 216	bi.bi = 225	b0.bi = 39	1 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-216-270-42	Δ = 216	bi.bi = 270	b0.bi = 42	3 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-216-369-51	Δ = 216	bi.bi = 369	b0.bi = 51	1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-189)
vtx-G02-217-13-11	Δ = 217	bi.bi = 13	b0.bi = 11	29 x (irr-G2-7) + 2 x (irr-G2-14)
vtx-G02-217-21-13	Δ = 217	bi.bi = 21	b0.bi = 13	23 x (irr-G2-7) + 5 x (irr-G2-14)
vtx-G02-217-29-15	Δ = 217	bi.bi = 29	b0.bi = 15	17 x (irr-G2-7) + 8 x (irr-G2-14)
vtx-G02-217-37-17	Δ = 217	bi.bi = 37	b0.bi = 17	11 x (irr-G2-7) + 11 x (irr-G2-14)
vtx-G02-217-45-19	Δ = 217	bi.bi = 45	b0.bi = 19	5 x (irr-G2-7) + 14 x (irr-G2-14)
vtx-G02-217-63-19	Δ = 217	bi.bi = 63	b0.bi = 19	20 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-217-67-23	Δ = 217	bi.bi = 67	b0.bi = 23	2 x (irr-G2-7) + 2 x (irr-G2-14) + 7 x (irr-G2-27)
vtx-G02-217-71-21	Δ = 217	bi.bi = 71	b0.bi = 21	14 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-217-79-23	Δ = 217	bi.bi = 79	b0.bi = 23	8 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-217-87-25	Δ = 217	bi.bi = 87	b0.bi = 25	2 x (irr-G2-7) + 9 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-217-90-22	Δ = 217	bi.bi = 90	b0.bi = 22	18 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-217-98-24	Δ = 217	bi.bi = 98	b0.bi = 24	12 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-217-106-26	Δ = 217	bi.bi = 106	b0.bi = 26	6 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-217-114-28	Δ = 217	bi.bi = 114	b0.bi = 28	11 x (irr-G2-14) + 1 x (irr-G2-77a)
vtx-G02-217-121-29	Δ = 217	bi.bi = 121	b0.bi = 29	5 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-217-135-25	Δ = 217	bi.bi = 135	b0.bi = 25	20 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-217-140-30	Δ = 217	bi.bi = 140	b0.bi = 30	9 x (irr-G2-7) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-217-143-27	Δ = 217	bi.bi = 143	b0.bi = 27	14 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-217-148-32	Δ = 217	bi.bi = 148	b0.bi = 32	3 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-217-151-29	Δ = 217	bi.bi = 151	b0.bi = 29	8 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-217-159-31	Δ = 217	bi.bi = 159	b0.bi = 31	2 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-77b)
vtx-G02-217-167-33	Δ = 217	bi.bi = 167	b0.bi = 33	7 x (irr-G2-7) + 2 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-217-175-35	Δ = 217	bi.bi = 175	b0.bi = 35	1 x (irr-G2-7) + 5 x (irr-G2-14) + 2 x (irr-G2-77a)
vtx-G02-217-193-35	Δ = 217	bi.bi = 193	b0.bi = 35	5 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-217-212-36	Δ = 217	bi.bi = 212	b0.bi = 36	9 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-217-220-38	Δ = 217	bi.bi = 220	b0.bi = 38	3 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-217-257-39	Δ = 217	bi.bi = 257	b0.bi = 39	11 x (irr-G2-7) + 2 x (irr-G2-77b)
vtx-G02-217-265-41	Δ = 217	bi.bi = 265	b0.bi = 41	5 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-77b)
vtx-G02-217-334-50	Δ = 217	bi.bi = 334	b0.bi = 50	1 x (irr-G2-77a) + 2 x (irr-G2-77b)
vtx-G02-217-364-50	Δ = 217	bi.bi = 364	b0.bi = 50	2 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-189)
vtx-G02-217-441-53	Δ = 217	bi.bi = 441	b0.bi = 53	7 x (irr-G2-7) + 1 x (irr-G2-182)
vtx-G02-217-449-55	Δ = 217	bi.bi = 449	b0.bi = 55	1 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-182)
vtx-G02-218-54-20	Δ = 218	bi.bi = 54	b0.bi = 20	10 x (irr-G2-7) + 6 x (irr-G2-27)
vtx-G02-218-58-18	Δ = 218	bi.bi = 58	b0.bi = 18	22 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-218-62-22	Δ = 218	bi.bi = 62	b0.bi = 22	4 x (irr-G2-7) + 3 x (irr-G2-14) + 6 x (irr-G2-27)
vtx-G02-218-66-20	Δ = 218	bi.bi = 66	b0.bi = 20	16 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-218-74-22	Δ = 218	bi.bi = 74	b0.bi = 22	10 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-218-82-24	Δ = 218	bi.bi = 82	b0.bi = 24	4 x (irr-G2-7) + 10 x (irr-G2-14) + 1 x (irr-G2-64)
vtx-G02-218-116-28	Δ = 218	bi.bi = 116	b0.bi = 28	7 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-218-124-30	Δ = 218	bi.bi = 124	b0.bi = 30	1 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-218-135-29	Δ = 218	bi.bi = 135	b0.bi = 29	11 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-218-143-31	Δ = 218	bi.bi = 143	b0.bi = 31	5 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-218-180-32	Δ = 218	bi.bi = 180	b0.bi = 32	13 x (irr-G2-7) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-218-188-34	Δ = 218	bi.bi = 188	b0.bi = 34	7 x (irr-G2-7) + 3 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-218-196-36	Δ = 218	bi.bi = 196	b0.bi = 36	1 x (irr-G2-7) + 6 x (irr-G2-14) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-218-212-40	Δ = 218	bi.bi = 212	b0.bi = 40	1 x (irr-G2-14) + 1 x (irr-G2-64) + 2 x (irr-G2-77a)
vtx-G02-218-257-43	Δ = 218	bi.bi = 257	b0.bi = 43	2 x (irr-G2-7) + 1 x (irr-G2-64) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-219-49-19	Δ = 219	bi.bi = 49	b0.bi = 19	12 x (irr-G2-7) + 1 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-219-57-21	Δ = 219	bi.bi = 57	b0.bi = 21	6 x (irr-G2-7) + 4 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-219-65-23	Δ = 219	bi.bi = 65	b0.bi = 23	7 x (irr-G2-14) + 5 x (irr-G2-27)
vtx-G02-219-103-25	Δ = 219	bi.bi = 103	b0.bi = 25	15 x (irr-G2-7) + 2 x (irr-G2-64)
vtx-G02-219-111-27	Δ = 219	bi.bi = 111	b0.bi = 27	9 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-219-119-29	Δ = 219	bi.bi = 119	b0.bi = 29	3 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-64)
vtx-G02-219-126-30	Δ = 219	bi.bi = 126	b0.bi = 30	1 x (irr-G2-7) + 1 x (irr-G2-14) + 5 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-219-161-35	Δ = 219	bi.bi = 161	b0.bi = 35	1 x (irr-G2-14) + 1 x (irr-G2-27) + 3 x (irr-G2-64)
vtx-G02-219-171-33	Δ = 219	bi.bi = 171	b0.bi = 33	3 x (irr-G2-7) + 5 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-219-180-36	Δ = 219	bi.bi = 180	b0.bi = 36	4 x (irr-G2-7) + 2 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-219-233-41	Δ = 219	bi.bi = 233	b0.bi = 41	2 x (irr-G2-14) + 2 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-220-44-18	Δ = 220	bi.bi = 44	b0.bi = 18	14 x (irr-G2-7) + 2 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-220-52-20	Δ = 220	bi.bi = 52	b0.bi = 20	8 x (irr-G2-7) + 5 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-220-60-22	Δ = 220	bi.bi = 60	b0.bi = 22	2 x (irr-G2-7) + 8 x (irr-G2-14) + 4 x (irr-G2-27)
vtx-G02-220-94-26	Δ = 220	bi.bi = 94	b0.bi = 26	5 x (irr-G2-7) + 5 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-220-121-29	Δ = 220	bi.bi = 121	b0.bi = 29	3 x (irr-G2-7) + 2 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-220-156-34	Δ = 220	bi.bi = 156	b0.bi = 34	2 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-64)
vtx-G02-220-166-32	Δ = 220	bi.bi = 166	b0.bi = 32	5 x (irr-G2-7) + 1 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-221-31-15	Δ = 221	bi.bi = 31	b0.bi = 15	22 x (irr-G2-7) + 3 x (irr-G2-27)
vtx-G02-221-39-17	Δ = 221	bi.bi = 39	b0.bi = 17	16 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-221-47-19	Δ = 221	bi.bi = 47	b0.bi = 19	10 x (irr-G2-7) + 6 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-221-55-21	Δ = 221	bi.bi = 55	b0.bi = 21	4 x (irr-G2-7) + 9 x (irr-G2-14) + 3 x (irr-G2-27)
vtx-G02-221-89-25	Δ = 221	bi.bi = 89	b0.bi = 25	7 x (irr-G2-7) + 1 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-221-97-27	Δ = 221	bi.bi = 97	b0.bi = 27	1 x (irr-G2-7) + 4 x (irr-G2-14) + 4 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-221-108-26	Δ = 221	bi.bi = 108	b0.bi = 26	11 x (irr-G2-7) + 3 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-221-116-28	Δ = 221	bi.bi = 116	b0.bi = 28	5 x (irr-G2-7) + 3 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-221-161-31	Δ = 221	bi.bi = 161	b0.bi = 31	7 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-221-169-33	Δ = 221	bi.bi = 169	b0.bi = 33	1 x (irr-G2-7) + 5 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-221-185-37	Δ = 221	bi.bi = 185	b0.bi = 37	3 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-222-26-14	Δ = 222	bi.bi = 26	b0.bi = 14	24 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-222-34-16	Δ = 222	bi.bi = 34	b0.bi = 16	18 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-222-42-18	Δ = 222	bi.bi = 42	b0.bi = 18	12 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-222-50-20	Δ = 222	bi.bi = 50	b0.bi = 20	6 x (irr-G2-7) + 10 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-222-58-22	Δ = 222	bi.bi = 58	b0.bi = 22	13 x (irr-G2-14) + 2 x (irr-G2-27)
vtx-G02-222-84-24	Δ = 222	bi.bi = 84	b0.bi = 24	9 x (irr-G2-7) + 2 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-222-92-26	Δ = 222	bi.bi = 92	b0.bi = 26	3 x (irr-G2-7) + 5 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-222-103-25	Δ = 222	bi.bi = 103	b0.bi = 25	13 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-222-111-27	Δ = 222	bi.bi = 111	b0.bi = 27	7 x (irr-G2-7) + 4 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-222-119-29	Δ = 222	bi.bi = 119	b0.bi = 29	1 x (irr-G2-7) + 7 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-222-134-32	Δ = 222	bi.bi = 134	b0.bi = 32	4 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-222-148-28	Δ = 222	bi.bi = 148	b0.bi = 28	15 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-222-156-30	Δ = 222	bi.bi = 156	b0.bi = 30	9 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-222-164-32	Δ = 222	bi.bi = 164	b0.bi = 32	3 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-222-180-36	Δ = 222	bi.bi = 180	b0.bi = 36	2 x (irr-G2-7) + 1 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-77a)
vtx-G02-222-206-38	Δ = 222	bi.bi = 206	b0.bi = 38	1 x (irr-G2-14) + 3 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77b)
vtx-G02-222-225-39	Δ = 222	bi.bi = 225	b0.bi = 39	4 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-77a) + 1 x (irr-G2-77b)
vtx-G02-222-278-44	Δ = 222	bi.bi = 278	b0.bi = 44	2 x (irr-G2-14) + 2 x (irr-G2-27) + 2 x (irr-G2-77b)
vtx-G02-223-21-13	Δ = 223	bi.bi = 21	b0.bi = 13	26 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-223-29-15	Δ = 223	bi.bi = 29	b0.bi = 15	20 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-223-37-17	Δ = 223	bi.bi = 37	b0.bi = 17	14 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-223-45-19	Δ = 223	bi.bi = 45	b0.bi = 19	8 x (irr-G2-7) + 11 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-223-53-21	Δ = 223	bi.bi = 53	b0.bi = 21	2 x (irr-G2-7) + 14 x (irr-G2-14) + 1 x (irr-G2-27)
vtx-G02-223-71-21	Δ = 223	bi.bi = 71	b0.bi = 21	17 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-223-79-23	Δ = 223	bi.bi = 79	b0.bi = 23	11 x (irr-G2-7) + 3 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-223-87-25	Δ = 223	bi.bi = 87	b0.bi = 25	5 x (irr-G2-7) + 6 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64)
vtx-G02-223-98-24	Δ = 223	bi.bi = 98	b0.bi = 24	15 x (irr-G2-7) + 2 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-223-106-26	Δ = 223	bi.bi = 106	b0.bi = 26	9 x (irr-G2-7) + 5 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-223-114-28	Δ = 223	bi.bi = 114	b0.bi = 28	3 x (irr-G2-7) + 8 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77a)
vtx-G02-223-129-31	Δ = 223	bi.bi = 129	b0.bi = 31	2 x (irr-G2-7) + 1 x (irr-G2-14) + 3 x (irr-G2-27) + 2 x (irr-G2-64)
vtx-G02-223-143-27	Δ = 223	bi.bi = 143	b0.bi = 27	17 x (irr-G2-7) + 1 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-223-148-32	Δ = 223	bi.bi = 148	b0.bi = 32	6 x (irr-G2-7) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-223-151-29	Δ = 223	bi.bi = 151	b0.bi = 29	11 x (irr-G2-7) + 4 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
vtx-G02-223-156-34	Δ = 223	bi.bi = 156	b0.bi = 34	3 x (irr-G2-14) + 2 x (irr-G2-27) + 1 x (irr-G2-64) + 1 x (irr-G2-77a)
vtx-G02-223-159-31	Δ = 223	bi.bi = 159	b0.bi = 31	5 x (irr-G2-7) + 7 x (irr-G2-14) + 1 x (irr-G2-27) + 1 x (irr-G2-77b)
